,Corrective Action,PLC,Model,fault,diagnostic
709,check the wiring for ch3. replace the sensor if it is broken.,click,click plus plc,io6 ch3 burnout,ch3 analog i/o module i/o6 position senses burnout open circuit.
710,check the wiring for ch4. replace the sensor if it is broken.,click,click plus plc,io6 ch4 burnout,ch4 analog i/o module i/o6 position senses burnout open circuit.
711,apply 24vdc to the analog i/o module.,click,click plus plc,io7 missing 24v,analog i/o module i/ o7 position missing external 24vdc input.
712,check the wiring for ch1. replace the sensor if it is broken.,click,click plus plc,io7 ch1 burnout,ch1 analog i/o module i/o7position senses burnout open circuit.
713,check the wiring for ch2. replace the sensor if it is broken.,click,click plus plc,io7 ch2 burnout,ch2 analog i/o module i/o7position senses burnout open circuit.
714,check the wiring for ch3. replace the sensor if it is broken.,click,click plus plc,io7 ch3 burnout,ch3 analog i/o module i/o7position senses burnout open circuit.
715,check the wiring for ch4. replace the sensor if it is broken.,click,click plus plc,io7 ch4 burnout,ch4 analog i/o module i/o7position senses burnout open circuit.
716,apply 24vdc to the analog i/o module.,click,click plus plc,io8 missing 24v,analog i/o module i/ o8 position missing external 24vdc input.
717,check the wiring for ch1. replace the sensor if it is broken.,click,click plus plc,io8 ch1 burnout,ch1 analog i/o module i/o8 position senses burnout open circuit.
718,check the wiring for ch2. replace the sensor if it is broken.,click,click plus plc,io8 ch2 burnout,ch2 analog i/o module i/o8 position senses burnout open circuit.
719,check the wiring for ch3. replace the sensor if it is broken.,click,click plus plc,io8 ch3 burnout,ch3 analog i/o module i/o8 position senses burnout open circuit.
