,Corrective Action,PLC,Model,fault,diagnostic
710,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io6 ch4 burnout,ch4 analog i/o module i/o6 position sens burnout open circuit.
711,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io7 missing 24v,analog i/o module i/ o7 position missing external 24vdc input.
712,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io7 ch1 burnout,ch1 analog i/o module i/o7position sens burnout open circuit.
713,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io7 ch2 burnout,ch2 analog i/o module i/o7position sens burnout open circuit.
714,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io7 ch3 burnout,ch3 analog i/o module i/o7position sens burnout open circuit.
715,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io7 ch4 burnout,ch4 analog i/o module i/o7position sens burnout open circuit.
716,apply 24vdc to the analog i/o module.,CLICK,CLICK PLUS PLC,io8 missing 24v,analog i/o module i/ o8 position missing external 24vdc input.
717,check the wiring for ch1. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io8 ch1 burnout,ch1 analog i/o module i/o8 position sens burnout open circuit.
718,check the wiring for ch2. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io8 ch2 burnout,ch2 analog i/o module i/o8 position sens burnout open circuit.
719,check the wiring for ch3. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io8 ch3 burnout,ch3 analog i/o module i/o8 position sens burnout open circuit.
720,check the wiring for ch4. replace the sensor if it is broken.,CLICK,CLICK PLUS PLC,io8 ch4 burnout,ch4 analog i/o module i/o8 position sens burnout open circuit.
721,check the voltage on the terminal located on the bottom of the plc. the input voltage should be 20-28 vdc. also check the power input wiring & terminal connections. the power supply may need to be replaced.,CLICK,CLICK PLUS PLC,pwr blinking,plc input power sufficient.
722,check the voltage on the terminal located on the bottom of the plc. the input voltage should be 20-28 vdc. also check the power input wiring & terminal connections. the power supply may need to be replaced.,CLICK,CLICK PLUS PLC,pwr,power plc.
723,"if the run led keeps blinking after the initial 11 seconds, power cycle the click plc system. if the symptom remains, replace the plc unit and/or the analog input module.",CLICK,CLICK PLUS PLC,run blinking,"plc initializing c0-04rtd c0-04thm. c0-04rtd c0-04thm installed click plc system, run led blink 11 second indicate plc unit initializing analog input module power-up."
724,"if the toggle switch next to the led indicators is in stop position, no action is necessary. if the switch is in run position and you want to put the plc unit in run mode, toggle the switch to stop position and then back to run position. if the run led stays off, connect the click programming software to read the error information.",CLICK,CLICK PLUS PLC,run,plc stop mode.
725,connect the click programming software to check the error.,CLICK,CLICK PLUS PLC,err,error plc.
726, check what warnings are active. connect the click programming software to read the warning information.,CLICK,CLICK PLUS PLC,err blinking,warning. warning prevent plc unit running.
727,check that the safety ground connections are secure and that electrical wires and conduits are secure and in good condition.,CLICK,CLICK PLUS PLC,conducted electronic noise.,"electronic interference may enter i/o circuit, power supply connection, communication ground connection, chassis ground connection."
728,install an isolation transformer for all ac sources.,CLICK,CLICK PLUS PLC,radiated electronic noise,electronic noise enter system power source plc i/o circuits.
729,check whether the terminal block is attached correctly.,CLICK,CLICK PLUS PLC,"input signal on, led indicator module off.",terminal block may disconnected.
730,check the i/o configuration with the programming software.,CLICK,CLICK PLUS PLC,"led indicator on, plc work expected.",problem i/o configuration.
731,check the external power input voltage on the terminal block.,CLICK,CLICK PLUS PLC,module led indicator output.,incorrect external power input voltage terminal block.
732,wait for the previously invoked service to be completed and try again,Phoenix,AXC 3050,code failed service,maximum number permitted parallel service exceeded. (processing conflict)
733,adjust the number of parameters.,Phoenix,AXC 3050,value transimitted parameter_count,number parameter inconsistent service. parameter _count parameter match number subsequent words.
734,use a service that is supported.,Phoenix,AXC 3050,code failed service,invoked service supported.
735,restart the device.,Phoenix,AXC 3050,code failed service,service decoding failed.
736,check the invocation.,Phoenix,AXC 3050,code unknown service,invocation unknown service code.
737,check the invocation.,Phoenix,AXC 3050,invalid variable_id,unknown variable id component.
738,check the invocation.,Phoenix,AXC 3050,reserved variable_id,internal variable id used.
